Crop,Season,Max_Shelf_Life_Days,Optimal_Temp_C,Optimal_Humidity_%
chilli,Zaid,32,8.5,58.0
grapes,Zaid,19,19.6,56.1
chilli,Kharif,23,24.2,85.5
apple,Kharif,60,24.2,84.7
wheat,Zaid,213,8.2,88.1
groundnut,Rabi,164,16.6,65.4
potato,Rabi,63,22.9,65.3
cotton,Rabi,584,18.4,78.2
cauliflower,Zaid,20,20.8,86.7
groundnut,Zaid,164,20.5,87.7
groundnut,Kharif,195,10.4,66.9
brinjal,Zaid,7,14.7,78.4
banana,Kharif,7,22.3,87.0
apple,Kharif,57,19.6,62.1
soybean,Zaid,144,9.6,72.2
pulses,Kharif,189,17.8,86.1
wheat,Zaid,231,21.3,75.5
rice,Kharif,196,21.4,75.1
grapes,Rabi,6,16.3,76.7
maize,Kharif,205,15.7,78.2
tomato,Kharif,9,22.1,81.5
brinjal,Rabi,8,13.4,61.7
maize,Kharif,134,18.9,88.7
grapes,Kharif,10,22.4,68.0
onion,Kharif,127,13.3,56.1
wheat,Kharif,209,12.8,57.8
sugarcane,Kharif,2,8.8,57.3
maize,Zaid,115,20.8,87.5
orange,Rabi,73,13.1,84.7
cabbage,Kharif,18,21.7,62.0
rice,Rabi,199,21.4,77.9
groundnut,Rabi,197,17.4,78.2
rice,Zaid,277,23.4,89.0
rice,Kharif,155,16.6,85.6
potato,Zaid,84,19.4,79.9
apple,Kharif,149,21.9,86.0
grapes,Zaid,16,15.7,88.5
mango,Zaid,12,21.0,89.5
apple,Rabi,66,21.6,73.5
banana,Zaid,7,20.5,79.0
soybean,Kharif,121,13.4,68.7
mango,Zaid,14,10.0,73.4
cotton,Zaid,543,17.3,57.0
tomato,Rabi,7,16.8,58.2
cauliflower,Zaid,15,13.1,72.4
sugarcane,Kharif,3,12.3,87.1
tomato,Rabi,8,11.9,60.6
rice,Kharif,125,8.5,76.8
groundnut,Zaid,129,8.4,89.4
groundnut,Kharif,150,15.7,77.0
cotton,Kharif,251,23.0,57.2
wheat,Zaid,216,21.4,61.6
tomato,Kharif,6,19.9,70.7
cauliflower,Zaid,9,19.8,69.1
brinjal,Zaid,6,21.8,76.6
maize,Kharif,107,9.4,59.6
tomato,Kharif,6,22.3,55.9
orange,Rabi,41,22.7,77.7
orange,Zaid,55,16.0,73.9
potato,Zaid,59,21.1,84.9
pulses,Rabi,239,12.4,65.0
orange,Zaid,61,14.0,64.5
grapes,Kharif,18,15.1,72.6
chilli,Zaid,17,9.1,77.3
mango,Zaid,10,9.6,83.6
maize,Rabi,209,17.9,82.4
wheat,Zaid,207,16.4,71.1
chilli,Kharif,30,22.0,71.5
orange,Kharif,43,18.6,69.0
onion,Kharif,82,14.9,75.5
soybean,Kharif,83,10.5,61.4
brinjal,Kharif,6,19.9,57.7
cauliflower,Kharif,8,21.3,55.7
potato,Kharif,73,11.3,88.0
tomato,Rabi,7,11.8,89.2
cotton,Kharif,352,9.1,89.3
cabbage,Rabi,16,21.0,60.7
pulses,Kharif,201,22.2,65.2
banana,Rabi,7,20.2,56.8
grapes,Zaid,15,8.9,65.6
banana,Rabi,7,23.0,69.3
chilli,Rabi,30,20.0,65.6
groundnut,Rabi,151,13.2,73.9
sugarcane,Zaid,4,20.3,73.0
onion,Kharif,154,23.1,56.1
soybean,Rabi,163,24.1,72.6
orange,Kharif,69,11.8,59.4
groundnut,Kharif,155,21.2,72.9
cauliflower,Zaid,9,22.1,61.3
potato,Kharif,48,10.5,67.9
sugarcane,Rabi,4,15.0,84.2
groundnut,Zaid,213,11.5,61.7
maize,Zaid,184,17.3,72.5
chilli,Zaid,20,9.2,81.6
rice,Zaid,150,24.7,60.2
cabbage,Kharif,18,24.6,82.3
tomato,Zaid,11,13.6,57.0
cotton,Zaid,382,19.2,55.3
pulses,Kharif,289,18.1,76.5
cotton,Kharif,533,8.7,63.9
orange,Kharif,72,19.4,83.1
grapes,Zaid,7,22.6,86.6
mango,Zaid,8,18.1,75.8
groundnut,Zaid,124,15.3,69.5
soybean,Rabi,134,13.6,63.2
brinjal,Rabi,7,17.3,86.5
pulses,Kharif,204,9.7,71.8
cabbage,Zaid,13,20.6,85.5
brinjal,Kharif,15,24.8,81.5
wheat,Rabi,288,20.2,84.4
pulses,Rabi,231,11.4,74.7
orange,Kharif,32,24.4,66.6
cabbage,Kharif,13,13.5,71.1
brinjal,Rabi,12,19.4,84.7
apple,Rabi,105,9.9,87.1
brinjal,Kharif,5,18.9,74.6
onion,Kharif,147,13.7,89.7
orange,Kharif,53,23.3,85.4
cauliflower,Kharif,17,15.2,75.6
chilli,Kharif,27,16.7,76.7
cotton,Zaid,390,14.2,81.5
grapes,Kharif,12,9.2,82.9
soybean,Kharif,103,13.9,72.7
apple,Rabi,120,19.8,77.4
tomato,Rabi,12,8.1,57.9
maize,Kharif,210,18.2,56.5
wheat,Zaid,271,18.1,89.8
mango,Zaid,8,17.6,56.5
rice,Zaid,162,22.5,74.8
brinjal,Kharif,18,15.3,81.7
cabbage,Kharif,15,17.7,72.4
groundnut,Zaid,213,18.2,82.4
potato,Rabi,114,13.0,75.8
pulses,Zaid,219,13.3,75.9
brinjal,Rabi,8,21.4,73.5
orange,Zaid,50,13.4,89.0
sugarcane,Kharif,3,8.5,63.1
mango,Zaid,18,14.8,82.9
soybean,Kharif,94,11.8,55.9
rice,Rabi,166,12.1,84.9
potato,Rabi,89,24.7,85.9
mango,Zaid,16,11.6,74.4
cotton,Rabi,330,22.7,61.9
onion,Kharif,109,12.9,63.1
groundnut,Zaid,108,22.1,70.6
potato,Kharif,51,11.6,65.6
apple,Kharif,102,18.9,56.4
rice,Zaid,142,11.9,86.4
sugarcane,Zaid,6,24.1,89.8
banana,Kharif,7,19.5,63.2
potato,Rabi,83,9.8,72.2
apple,Zaid,137,17.1,89.7
potato,Rabi,92,24.6,63.0
apple,Zaid,84,17.6,56.9
cotton,Zaid,515,20.4,88.8
maize,Zaid,186,23.2,62.9
brinjal,Kharif,7,12.2,78.7
onion,Zaid,136,10.6,56.1
cabbage,Rabi,23,16.3,75.3
maize,Rabi,179,9.7,87.3
mango,Zaid,15,14.4,80.9
orange,Kharif,64,10.9,69.0
sugarcane,Kharif,3,17.7,76.3
tomato,Rabi,5,8.2,80.2
soybean,Rabi,105,9.2,56.2
potato,Kharif,73,11.6,72.3
apple,Rabi,148,12.3,85.5
brinjal,Rabi,20,11.0,65.4
brinjal,Kharif,11,9.4,78.0
soybean,Kharif,104,22.0,79.4
maize,Zaid,208,13.9,70.7
banana,Kharif,7,20.1,74.0
grapes,Zaid,11,22.3,64.8
banana,Rabi,7,15.7,58.9
sugarcane,Rabi,5,11.0,74.4
cabbage,Rabi,21,23.7,84.1
pulses,Zaid,195,22.6,76.7
onion,Zaid,99,21.9,67.7
cabbage,Rabi,23,10.5,66.3
rice,Zaid,153,8.6,75.1
wheat,Kharif,166,16.7,86.2
brinjal,Kharif,9,11.8,89.2
banana,Zaid,7,19.4,55.1
potato,Kharif,100,14.8,61.1
cabbage,Zaid,18,22.4,68.1
potato,Kharif,70,8.3,89.2
maize,Rabi,125,17.9,73.9
cabbage,Kharif,23,22.9,84.0
apple,Zaid,118,8.8,85.6
cauliflower,Zaid,8,8.8,70.3
onion,Rabi,177,12.5,60.1
onion,Rabi,176,23.7,68.1
orange,Kharif,40,19.1,71.6
grapes,Rabi,17,16.3,57.3
grapes,Kharif,18,15.3,64.6
soybean,Rabi,101,10.8,76.5
mango,Zaid,22,17.4,63.1
pulses,Zaid,273,10.3,75.4
sugarcane,Kharif,5,22.8,58.5
rice,Rabi,195,18.7,64.1
tomato,Zaid,7,21.6,71.1
cotton,Zaid,361,15.4,58.0
brinjal,Zaid,6,21.6,80.5
groundnut,Rabi,118,12.2,78.6
orange,Rabi,43,14.1,67.6
groundnut,Rabi,156,16.2,60.9
banana,Zaid,7,11.3,60.6
pulses,Zaid,321,17.2,68.0
chilli,Kharif,17,18.5,77.7
sugarcane,Zaid,2,16.4,81.3
cauliflower,Zaid,22,19.1,57.8
cauliflower,Kharif,20,14.6,69.3
onion,Rabi,96,23.2,64.0
pulses,Zaid,298,12.8,74.2
potato,Rabi,83,9.2,58.2
apple,Rabi,180,17.4,89.5
cauliflower,Kharif,12,15.5,74.7
potato,Kharif,66,23.6,78.6
brinjal,Zaid,6,13.7,69.6
brinjal,Kharif,16,15.4,81.9
groundnut,Kharif,121,11.1,63.0
cotton,Kharif,498,18.8,82.1
rice,Kharif,131,16.5,86.7
brinjal,Kharif,9,19.1,85.7
onion,Rabi,132,23.2,86.3
soybean,Kharif,72,10.3,81.2
cabbage,Rabi,20,10.2,83.7
maize,Rabi,161,24.5,62.5
orange,Rabi,62,24.9,60.8
pulses,Zaid,168,8.5,57.8
brinjal,Kharif,9,12.0,68.5
banana,Rabi,7,13.7,55.3
apple,Kharif,135,19.5,88.3
potato,Kharif,71,15.7,62.8
cotton,Zaid,337,21.9,71.6
banana,Kharif,7,24.7,61.3
groundnut,Rabi,108,18.7,55.1
potato,Kharif,94,8.9,78.3
onion,Kharif,95,19.6,72.5
apple,Zaid,120,8.5,89.8
cauliflower,Rabi,23,11.1,68.1
cabbage,Zaid,14,14.0,68.1
mango,Zaid,8,9.9,87.4
pulses,Zaid,158,24.6,61.3
soybean,Zaid,86,20.9,59.6
soybean,Zaid,156,16.5,82.5
cabbage,Kharif,18,24.8,80.2
cauliflower,Zaid,17,20.9,61.2
tomato,Rabi,9,8.5,64.3
orange,Zaid,47,24.6,89.8
orange,Kharif,65,10.7,75.8
apple,Rabi,131,22.8,69.5
pulses,Zaid,237,19.1,83.6
potato,Zaid,54,14.6,75.5
wheat,Zaid,154,21.9,62.8
cabbage,Zaid,12,9.2,85.0
cabbage,Zaid,21,11.8,81.0
orange,Rabi,31,24.8,59.9
orange,Zaid,62,10.3,59.9
cotton,Kharif,299,14.2,88.1
chilli,Zaid,19,12.3,63.9
groundnut,Zaid,209,17.2,68.5
cauliflower,Kharif,16,15.4,83.3
cotton,Rabi,341,21.9,77.9
mango,Zaid,12,15.4,57.4
rice,Zaid,205,17.9,68.2
cauliflower,Rabi,15,17.6,62.0
apple,Kharif,126,23.1,71.5
tomato,Zaid,9,9.0,80.1
tomato,Rabi,8,22.1,89.9
onion,Rabi,139,8.0,84.8
rice,Zaid,172,8.7,59.7
brinjal,Rabi,20,19.4,85.6
orange,Rabi,57,15.9,77.7
pulses,Kharif,310,18.3,56.3
onion,Rabi,96,24.9,72.8
cotton,Zaid,378,16.2,83.8
wheat,Rabi,286,9.4,85.4
wheat,Rabi,264,10.4,55.9
maize,Kharif,214,21.0,85.9
apple,Rabi,62,17.6,73.0
banana,Kharif,7,21.1,86.1
mango,Zaid,9,25.0,58.4
apple,Zaid,163,11.1,62.7
brinjal,Kharif,5,10.1,70.3
sugarcane,Kharif,6,16.1,64.3
banana,Zaid,7,13.2,75.3
cabbage,Zaid,14,18.6,66.2
potato,Kharif,69,14.4,83.4
banana,Zaid,7,23.9,87.6
pulses,Rabi,219,18.3,82.5
grapes,Rabi,18,10.5,81.7
tomato,Zaid,11,14.1,63.6
chilli,Zaid,22,16.5,74.6
tomato,Zaid,8,22.4,70.6
cabbage,Rabi,14,9.7,66.1
rice,Kharif,172,17.4,87.3
orange,Rabi,80,13.2,79.2
banana,Rabi,7,13.0,89.1
sugarcane,Zaid,5,21.6,65.1
brinjal,Zaid,13,17.3,70.8
potato,Kharif,98,9.1,65.0
wheat,Zaid,261,16.9,80.4
rice,Zaid,143,10.9,82.7
tomato,Rabi,4,16.4,62.6
chilli,Rabi,25,10.1,70.1
cabbage,Zaid,24,21.5,70.9
soybean,Rabi,121,18.4,60.6
maize,Kharif,182,12.8,76.8
sugarcane,Zaid,6,15.9,67.6
groundnut,Rabi,152,18.8,61.0
potato,Rabi,92,10.6,65.8
apple,Rabi,119,25.0,57.9
apple,Kharif,72,8.4,55.4
onion,Zaid,148,24.2,75.3
rice,Zaid,230,23.6,89.0
cabbage,Rabi,25,15.4,85.5
mango,Zaid,21,16.0,73.3
tomato,Zaid,5,13.9,84.2
cabbage,Rabi,28,15.4,81.7
pulses,Zaid,169,21.3,86.0
banana,Zaid,7,13.5,68.1
wheat,Rabi,307,15.6,75.5
cotton,Kharif,450,9.9,78.6
maize,Rabi,168,24.0,63.4
onion,Kharif,72,23.5,73.1
mango,Zaid,21,11.5,61.7
maize,Rabi,180,10.6,64.4
potato,Kharif,51,8.1,61.9
rice,Kharif,256,10.3,87.0
banana,Rabi,7,11.0,59.5
pulses,Zaid,316,15.1,87.5
potato,Kharif,73,17.8,68.7
wheat,Rabi,320,23.0,86.3
cabbage,Rabi,26,8.2,63.1
soybean,Kharif,108,21.2,58.6
pulses,Kharif,234,10.3,82.7
apple,Zaid,132,22.2,60.7
grapes,Zaid,10,12.8,55.6
soybean,Zaid,83,18.8,59.2
grapes,Kharif,11,17.0,58.2
soybean,Rabi,162,24.7,80.6
pulses,Kharif,275,12.7,89.7
cotton,Rabi,382,12.3,67.7
onion,Kharif,159,13.1,76.1
wheat,Rabi,295,8.5,56.7
brinjal,Zaid,16,12.0,70.5
onion,Rabi,176,8.9,86.8
groundnut,Kharif,136,22.1,69.4
mango,Zaid,8,15.4,65.1
wheat,Kharif,150,9.9,61.7
maize,Rabi,115,16.7,87.9
tomato,Rabi,6,24.1,74.5
apple,Kharif,108,15.0,56.0
cabbage,Kharif,25,22.0,68.3
cabbage,Kharif,14,18.3,68.6
brinjal,Rabi,15,23.4,78.9
cabbage,Zaid,22,21.0,73.6
orange,Zaid,55,14.1,83.2
grapes,Zaid,18,23.2,84.8
pulses,Rabi,259,18.1,86.8
wheat,Zaid,287,23.4,80.0
rice,Zaid,155,16.9,59.0
rice,Zaid,134,12.1,84.2
groundnut,Kharif,181,12.9,89.9
chilli,Rabi,26,22.0,72.5
maize,Zaid,175,20.0,76.9
sugarcane,Kharif,4,18.6,69.4
banana,Kharif,7,19.9,84.2
apple,Rabi,134,20.4,89.9
orange,Zaid,49,19.6,69.7
soybean,Zaid,80,16.9,55.7
mango,Zaid,13,20.6,77.2
groundnut,Kharif,208,21.6,76.2
cotton,Zaid,414,22.3,86.3
tomato,Rabi,4,24.3,57.8
potato,Zaid,86,14.2,86.4
rice,Kharif,191,21.5,74.2
cauliflower,Kharif,12,14.3,60.6
sugarcane,Rabi,2,14.5,76.2
soybean,Zaid,90,21.6,82.8
brinjal,Zaid,8,11.1,68.5
chilli,Kharif,34,10.0,84.0
rice,Kharif,207,13.6,57.6
cabbage,Rabi,29,18.7,71.9
apple,Kharif,68,14.1,87.9
brinjal,Rabi,13,24.2,85.6
maize,Kharif,133,12.9,80.7
sugarcane,Zaid,3,22.0,86.1
potato,Zaid,99,10.3,87.6
maize,Zaid,191,21.6,70.7
apple,Rabi,59,24.4,72.0
cabbage,Rabi,21,22.1,78.4
cabbage,Rabi,23,19.8,81.3
wheat,Zaid,268,13.4,82.6
tomato,Zaid,7,11.9,78.2
maize,Kharif,203,12.5,84.5
wheat,Zaid,226,8.9,56.5
rice,Zaid,237,19.3,56.7
sugarcane,Kharif,4,16.7,63.9
mango,Zaid,23,8.8,75.0
cauliflower,Rabi,21,9.1,80.9
banana,Kharif,7,20.2,71.8
orange,Kharif,42,20.1,76.8
mango,Zaid,13,8.9,85.0
potato,Rabi,84,17.0,55.8
sugarcane,Rabi,6,9.9,75.2
tomato,Rabi,10,24.5,87.9
cauliflower,Zaid,13,16.1,89.1
mango,Zaid,11,17.7,66.8
rice,Kharif,234,14.1,86.3
mango,Zaid,20,24.5,85.0
cauliflower,Rabi,12,16.5,57.4
onion,Rabi,83,16.2,61.5
brinjal,Rabi,13,9.9,60.2
chilli,Kharif,21,12.4,74.0
rice,Zaid,214,8.2,85.1
cabbage,Zaid,14,21.3,87.1
pulses,Kharif,167,8.2,85.0
mango,Zaid,16,18.9,64.6
rice,Rabi,195,13.7,68.6
cauliflower,Zaid,16,9.2,57.5
cauliflower,Kharif,21,11.9,61.9
grapes,Kharif,9,14.6,76.0
mango,Zaid,20,8.0,72.1
orange,Zaid,83,14.5,88.5
pulses,Zaid,182,22.3,87.5
chilli,Zaid,19,20.5,59.3
pulses,Rabi,317,20.3,70.1
sugarcane,Kharif,4,20.2,71.2
brinjal,Kharif,12,11.9,82.3
orange,Rabi,78,18.9,65.4
maize,Zaid,171,14.1,69.3
pulses,Kharif,225,23.1,70.4
onion,Zaid,76,18.4,67.7
tomato,Kharif,6,8.9,70.8
orange,Rabi,57,22.4,84.7
apple,Zaid,136,10.2,88.5
onion,Rabi,100,11.9,75.1
onion,Zaid,113,9.8,61.3
onion,Kharif,118,11.2,82.7
cotton,Kharif,318,15.4,59.2
sugarcane,Zaid,6,16.9,64.7
pulses,Zaid,315,20.9,66.0
pulses,Zaid,217,11.0,64.2
onion,Rabi,97,22.3,79.7
onion,Kharif,80,18.0,70.8
soybean,Zaid,76,18.8,59.9
apple,Rabi,174,12.0,56.9
brinjal,Rabi,19,22.9,78.8
rice,Rabi,269,9.7,74.4
cotton,Kharif,337,11.0,66.8
onion,Zaid,86,14.1,83.8
banana,Zaid,7,13.4,58.9
cauliflower,Zaid,12,23.1,68.3
groundnut,Kharif,166,15.5,68.8
rice,Rabi,273,16.5,86.2
cotton,Kharif,428,22.1,72.4
pulses,Zaid,278,17.1,82.1
brinjal,Zaid,14,23.1,64.5
banana,Zaid,7,18.6,75.1
maize,Zaid,131,20.5,81.1
tomato,Rabi,6,12.1,65.8
soybean,Zaid,103,17.2,59.8
mango,Zaid,19,21.4,67.8
sugarcane,Rabi,5,13.6,60.3
pulses,Zaid,319,17.6,67.4
cabbage,Zaid,14,9.8,65.2
potato,Zaid,111,23.1,79.7
rice,Kharif,144,11.9,59.9
cabbage,Zaid,24,20.2,58.4
mango,Zaid,17,8.5,79.3
chilli,Kharif,23,14.7,61.8
chilli,Rabi,19,23.2,87.2
potato,Kharif,95,12.2,67.9
apple,Zaid,79,16.6,76.7
cauliflower,Rabi,22,16.1,69.0
rice,Kharif,202,13.6,71.2
rice,Zaid,127,24.7,56.4
chilli,Kharif,18,15.6,89.7
cauliflower,Kharif,19,15.2,72.0
onion,Kharif,153,9.1,82.8
grapes,Rabi,6,20.4,83.9
tomato,Rabi,7,15.1,76.1
banana,Zaid,7,20.1,63.5
chilli,Kharif,33,24.2,81.9
cotton,Kharif,533,18.1,55.8
soybean,Rabi,114,10.1,55.3
cabbage,Rabi,23,23.7,64.4
brinjal,Kharif,9,13.6,57.9
onion,Rabi,174,17.1,57.0
brinjal,Rabi,16,24.3,66.0
maize,Kharif,166,8.0,68.0
wheat,Kharif,282,8.7,71.0
cabbage,Zaid,22,15.4,83.5
grapes,Rabi,17,18.2,86.6
wheat,Rabi,228,16.1,84.2
wheat,Zaid,255,13.2,67.1
banana,Rabi,7,19.5,73.2
maize,Kharif,213,20.7,78.4
orange,Rabi,56,10.6,83.4
brinjal,Rabi,6,16.4,61.9
cabbage,Rabi,24,18.2,62.0
mango,Zaid,10,12.6,85.8
apple,Kharif,78,21.1,69.2
chilli,Kharif,29,17.1,78.2
apple,Zaid,109,20.1,71.4
cabbage,Rabi,23,20.3,68.0
cotton,Kharif,431,15.7,58.1
groundnut,Rabi,219,12.2,88.0
orange,Zaid,72,14.0,71.2
sugarcane,Rabi,7,18.6,69.6
onion,Kharif,95,22.7,75.2
maize,Rabi,156,21.0,57.1
pulses,Rabi,248,13.7,74.4
maize,Kharif,176,15.8,71.4
chilli,Zaid,24,13.7,86.4
cabbage,Rabi,24,10.5,75.3
brinjal,Rabi,11,17.8,84.7
wheat,Zaid,285,21.1,76.6
cotton,Zaid,351,14.7,63.4
apple,Zaid,76,19.4,73.2
tomato,Rabi,4,18.5,62.1
apple,Zaid,157,24.4,85.5
cotton,Rabi,276,20.1,89.7
maize,Zaid,223,14.0,88.8
mango,Zaid,15,15.2,70.1
tomato,Kharif,9,9.6,57.4
groundnut,Zaid,194,16.4,68.7
cauliflower,Kharif,21,18.5,60.7
rice,Kharif,200,22.2,56.1
banana,Rabi,7,14.1,67.7
grapes,Rabi,12,17.3,77.4
cauliflower,Kharif,8,18.2,84.3
mango,Zaid,15,10.1,55.0
cotton,Kharif,340,23.2,74.2
mango,Zaid,12,23.5,77.5
groundnut,Kharif,183,15.6,62.6
apple,Kharif,119,24.8,64.6
brinjal,Rabi,11,15.3,75.0
chilli,Kharif,20,12.7,65.6
banana,Rabi,7,14.1,71.3
rice,Zaid,285,14.6,77.0
pulses,Zaid,336,20.7,59.8
banana,Rabi,7,8.8,84.0
onion,Kharif,91,9.4,87.7
soybean,Rabi,137,15.4,61.7
apple,Rabi,166,24.3,59.6
soybean,Kharif,79,14.2,68.1
sugarcane,Kharif,5,21.2,65.7
brinjal,Zaid,14,22.9,71.2
chilli,Kharif,20,23.6,56.9
tomato,Rabi,9,23.7,68.8
apple,Kharif,120,23.0,66.9
orange,Rabi,81,11.9,87.3
orange,Rabi,61,16.7,58.4
chilli,Rabi,34,9.4,68.0
orange,Kharif,50,14.9,61.0
orange,Zaid,34,12.4,65.0
onion,Kharif,98,12.7,84.8
cabbage,Zaid,19,17.3,56.4
onion,Rabi,88,17.8,67.3
groundnut,Kharif,209,18.9,82.9
chilli,Rabi,38,13.9,73.2
sugarcane,Zaid,5,18.0,68.4
brinjal,Rabi,10,24.8,83.8
pulses,Kharif,157,18.1,73.2
pulses,Zaid,213,23.8,56.3
wheat,Kharif,270,16.6,83.1
apple,Zaid,162,12.6,57.5
maize,Kharif,109,16.4,64.1
chilli,Kharif,30,12.7,68.9
wheat,Zaid,278,24.1,80.8
chilli,Kharif,26,13.8,78.2
banana,Kharif,7,20.8,77.5
chilli,Zaid,38,10.2,63.8
wheat,Rabi,182,14.2,72.5
chilli,Kharif,16,24.1,70.1
groundnut,Zaid,163,8.9,83.7
apple,Rabi,67,14.3,66.0
onion,Kharif,116,22.0,65.0
maize,Kharif,161,10.3,59.2
cabbage,Kharif,26,24.7,78.2
wheat,Kharif,229,13.2,81.8
orange,Rabi,57,20.2,81.4
brinjal,Zaid,13,10.6,56.8
tomato,Zaid,7,21.2,89.9
cotton,Kharif,255,8.0,58.4
onion,Zaid,126,19.2,85.4
maize,Rabi,181,20.2,89.5
potato,Rabi,75,15.6,60.2
groundnut,Rabi,196,13.1,81.7
mango,Zaid,21,11.2,65.2
rice,Zaid,177,17.8,65.1
banana,Zaid,7,18.3,67.9
grapes,Zaid,7,24.9,70.5
brinjal,Rabi,15,9.0,62.2
banana,Rabi,7,13.0,89.1
pulses,Rabi,330,9.4,75.4
orange,Zaid,72,23.2,70.2
groundnut,Zaid,164,22.1,79.7
banana,Rabi,7,15.2,88.6
groundnut,Rabi,160,15.3,78.7
grapes,Kharif,6,13.7,70.0
banana,Rabi,7,21.3,66.8
cabbage,Kharif,12,21.7,58.6
rice,Kharif,262,17.4,59.5
soybean,Rabi,130,22.4,70.1
mango,Zaid,9,20.7,85.4
cabbage,Kharif,18,10.8,80.7
tomato,Zaid,7,17.2,59.3
banana,Zaid,7,24.8,65.5
soybean,Rabi,159,16.2,70.2
pulses,Kharif,323,8.9,89.7
cotton,Rabi,321,11.6,62.2
chilli,Rabi,32,14.1,65.5
groundnut,Kharif,153,8.9,57.9
chilli,Rabi,31,8.3,60.8
groundnut,Kharif,99,19.2,55.1
apple,Zaid,76,10.3,59.9
chilli,Kharif,23,23.9,67.2
tomato,Rabi,11,15.6,88.5
orange,Zaid,47,24.5,64.2
pulses,Kharif,201,20.5,78.3
grapes,Rabi,19,22.5,61.7
cotton,Kharif,442,13.0,70.9
potato,Kharif,99,11.0,79.8
cotton,Kharif,457,12.7,76.8
cauliflower,Zaid,12,16.9,89.8
wheat,Kharif,221,11.5,81.9
cabbage,Kharif,14,15.3,75.4
wheat,Rabi,210,9.2,58.9
potato,Rabi,84,8.2,58.0
mango,Zaid,22,9.4,71.5
grapes,Kharif,10,20.2,83.0
pulses,Zaid,276,17.1,69.5
grapes,Kharif,12,21.7,70.0
sugarcane,Rabi,2,16.9,70.2
cauliflower,Rabi,18,8.3,81.4
sugarcane,Zaid,6,20.0,80.6
wheat,Rabi,257,19.2,62.1
banana,Zaid,7,24.4,79.3
grapes,Zaid,17,19.0,67.9
potato,Kharif,53,10.2,64.5
potato,Kharif,62,18.2,82.4
cotton,Rabi,305,11.8,89.5
grapes,Zaid,5,19.0,57.0
soybean,Rabi,128,18.6,57.4
apple,Rabi,151,23.7,87.3
maize,Rabi,149,10.4,82.8
onion,Rabi,147,21.6,67.1
sugarcane,Rabi,5,8.6,63.4
mango,Zaid,22,22.5,69.0
grapes,Kharif,5,20.5,70.7
groundnut,Rabi,150,11.2,63.6
maize,Zaid,120,22.7,80.2
rice,Kharif,181,9.9,60.5
sugarcane,Kharif,5,14.7,60.4
brinjal,Rabi,7,13.2,74.9
wheat,Zaid,174,22.7,87.9
apple,Zaid,105,9.5,76.1
mango,Zaid,10,23.7,58.7
pulses,Rabi,286,19.5,81.5
grapes,Zaid,15,8.3,79.8
cotton,Rabi,359,24.8,58.4
pulses,Zaid,308,15.5,83.3
wheat,Kharif,280,24.7,66.5
brinjal,Rabi,13,8.7,64.8
pulses,Kharif,149,10.7,79.1
rice,Kharif,183,8.9,67.2
apple,Rabi,81,23.2,81.7
wheat,Rabi,213,15.8,70.9
wheat,Zaid,293,22.0,85.4
pulses,Kharif,178,22.3,59.8
sugarcane,Rabi,5,18.8,79.6
groundnut,Kharif,166,21.8,87.3
potato,Zaid,97,14.9,62.0
groundnut,Zaid,195,22.0,86.9
cauliflower,Kharif,14,16.4,66.2
banana,Rabi,7,8.9,75.6
cabbage,Rabi,14,20.0,69.3
banana,Rabi,7,24.3,67.2
cauliflower,Zaid,14,14.2,78.2
orange,Zaid,77,19.9,57.5
cabbage,Zaid,15,20.7,80.8
wheat,Zaid,307,21.4,59.4
potato,Zaid,55,9.2,75.1
apple,Rabi,102,10.7,70.8
rice,Zaid,136,12.8,61.0
onion,Rabi,94,24.2,66.7
orange,Kharif,25,17.4,55.5
potato,Kharif,52,19.1,68.2
chilli,Kharif,16,14.2,70.0
rice,Zaid,174,17.7,73.7
pulses,Rabi,332,15.7,66.2
tomato,Rabi,7,15.0,55.2
wheat,Zaid,286,18.3,89.5
groundnut,Kharif,156,19.9,61.7
groundnut,Rabi,150,22.1,76.9
brinjal,Rabi,15,14.5,65.7
chilli,Zaid,36,21.4,74.5
potato,Kharif,106,14.6,76.3
grapes,Zaid,5,19.5,66.8
maize,Rabi,135,12.5,81.3
cotton,Kharif,378,12.3,60.4
banana,Kharif,7,16.8,73.0
cotton,Zaid,428,15.3,62.8
brinjal,Kharif,13,10.2,67.4
pulses,Zaid,319,14.1,75.4
sugarcane,Rabi,6,14.4,68.3
rice,Zaid,191,12.1,69.7
maize,Zaid,165,13.2,87.7
sugarcane,Kharif,4,13.9,57.1
banana,Kharif,7,13.1,67.8
orange,Zaid,59,23.8,58.0
groundnut,Kharif,103,13.6,87.0
pulses,Kharif,283,10.4,65.3
grapes,Kharif,11,14.8,87.3
apple,Rabi,62,22.0,87.6
potato,Rabi,54,19.8,82.4
brinjal,Kharif,13,24.0,80.9
rice,Kharif,154,22.8,87.4
cotton,Kharif,451,14.8,65.6
wheat,Kharif,254,20.3,74.4
banana,Rabi,7,11.1,62.3
mango,Zaid,15,23.3,67.9
soybean,Kharif,135,19.6,60.3
chilli,Zaid,34,18.0,74.2
cauliflower,Zaid,23,24.7,65.5
maize,Kharif,170,10.2,60.6
chilli,Zaid,24,22.5,70.6
chilli,Rabi,28,22.9,75.2
cauliflower,Rabi,18,8.3,78.5
groundnut,Zaid,187,23.3,84.3
onion,Zaid,126,24.1,67.5
sugarcane,Kharif,5,24.9,74.7
grapes,Zaid,15,13.2,69.4
